Place Of Service,Service Type,Product,Group Size,In Network,Is Covered,Date of Service From,Date of Service To,Covered in Full,Copay,Coinsurance
Outpatient,freestandingAmbSurg,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,opSurgeryCopay,N
Office,freestandingAmbSurg,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingAmbSurg,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,freestandingLab,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingLab,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,freestandingLab,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingLab,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,specialistCopay,Y
Office,freestandingRadiology,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,freestandingRadiology,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,freestandingRadiology,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,freestandingRadiology,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,gardasilImmunizations,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,gardasilImmunizations,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,gardasilImmunizations,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,gardasilImmunizations,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,gardasilImmunizations,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,gardasilImmunizations,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,geneticCounseling,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,geneticCounseling,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,geneticCounseling,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,geneticCounseling,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,geneticCounseling,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,geneticCounseling,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,gymReimbursement,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,gymReimbursement,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,gymReimbursement,PRODUCT555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,gymReimbursement,PRODUCT555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,gymReimbursement,PRODUCT555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,gymReimbursement,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,healthEducation,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,healthEducation,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,healthEducation,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,healthEducation,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,healthEducation,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,healthEducation,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hearingAidRepair,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hearingAidRepair,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hearingAidRepair,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,hearingAidRepair,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,hearingAidRepair,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,hearingAidRepair,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Outpatient,hearingAids,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Office,hearingAids,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Inpatient,hearingAids,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,hearingAids,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Office,hearingAids,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Inpatient,hearingAids,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Outpatient,hearingExam,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Office,hearingExam,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,Y,N,Y
Inpatient,hearingExam,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,hearingExam,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Office,hearingExam,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,hearingExam,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeDialysis,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeDialysis,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeDialysis,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,homeDialysis,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,homeDialysis,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,homeDialysis,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeHealthCare,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeHealthCare,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeHealthCare,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,homeHealthCare,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,homeHealthCare,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,homeHealthCare,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,homeInfusionTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,homeInfusionTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,homeInfusionTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,homeInfusionTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,homeInfusionTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,homeInfusionTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hospice,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hospice,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hospice,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,hospice,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,hospice,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,hospice,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,hyberbaricOxygenTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,hyberbaricOxygenTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,hyberbaricOxygenTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,hyberbaricOxygenTherapy,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,hyberbaricOxygenTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,hyberbaricOxygenTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,infertilityServices,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,infertilityServices,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,infertilityServices,PRODUCT555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Outpatient,infertilityServices,PRODUCT555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Office,infertilityServices,PRODUCT555,L,Y,N,1/1/2015,12/31/2023,N,N,N
Inpatient,infertilityServices,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Outpatient,inhalationTherapy,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Office,inhalationTherapy,PRODUCT555,L,N,N,1/1/2015,12/31/2023,N,N,N
Inpatient,inhalationTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,inhalationTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,inhalationTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,inhalationTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,inpatientMaternity,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,inpatientMaternity,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,inpatientMaternity,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,inpatientMaternity,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,inpatientMaternity,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,inpatientMaternity,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipChemicalRehab,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipChemicalRehab,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipChemicalRehab,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipChemicalRehab,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipDetox,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipDetox,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipDetox,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipDetox,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipHospital,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipHospital,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipHospital,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipHospital,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipMentalHealth,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipMentalHealth,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipMentalHealth,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipMentalHealth,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipRehab,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipRehab,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipRehab,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipRehab,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,ipSnf,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,ipSnf,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,ipSnf,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,ipSnf,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,laboratoryServices,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,laboratoryServices,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,laboratoryServices,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,laboratoryServices,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,laboratoryServices,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,laboratoryServices,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,leadScreening,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,leadScreening,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,leadScreening,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,leadScreening,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,leadScreening,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,leadScreening,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,maternityBirthCenters,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,maternityBirthCenters,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,maternityBirthCenters,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,maternityBirthCenters,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,maternityBirthCenters,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,maternityBirthCenters,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,medicalAbortion,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,medicalAbortion,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,medicalAbortion,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,medicalAbortion,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,opSurgeryCopay,N
Office,medicalAbortion,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,medicalAbortion,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,mhSaLabScreening,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,mhSaLabScreening,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,mhSaLabScreening,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,mhSaLabScreening,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,mhSaLabScreening,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,mhSaLabScreening,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,mriMra,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,mriMra,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,mriMra,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,mriMra,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,mriMra,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,mriMra,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,neuropsychologicalTesting,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,neuropsychologicalTesting,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,neuropsychologicalTesting,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,neuropsychologicalTesting,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,neuropsychologicalTesting,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,neuropsychologicalTesting,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,newbornNursery,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,newbornNursery,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,newbornNursery,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,Y,N,N
Outpatient,newbornNursery,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,newbornNursery,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,newbornNursery,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutineGynExam,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Office,nonRoutineGynExam,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Inpatient,nonRoutineGynExam,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,nonRoutineGynExam,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,nonRoutineGynExam,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,nonRoutineGynExam,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nonRoutineMammogram,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nonRoutineMammogram,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nonRoutineMammogram,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,nonRoutineMammogram,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,nonRoutineMammogram,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,nonRoutineMammogram,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,nonRoutinePapSmear,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,nonRoutinePapSmear,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,nonRoutinePapSmear,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,nonRoutinePapSmear,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,nonRoutinePapSmear,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,nonRoutinePapSmear,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,N
Outpatient,nuclearMedicine,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,N
Office,nuclearMedicine,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,nuclearMedicine,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Office,nuclearMedicine,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Outpatient,nuclearMedicine,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,nuclearMedicine,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,nutritionalCounseling,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,nutritionalCounseling,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,nutritionalCounseling,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,nutritionalCounseling,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,nutritionalCounseling,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpAndSpec,N
Inpatient,nutritionalCounseling,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,obstetricalServices,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,obstetricalServices,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,obstetricalServices,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,obstetricalServices,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,obstetricalServices,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,obstetricalServices,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,occupationalTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,occupationalTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,occupationalTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
Outpatient,occupationalTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Office,occupationalTherapy,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,specialistCopay,N
Inpatient,occupationalTherapy,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Outpatient,opChemical,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,opChemical,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,opChemical,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opChemical,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,opChemical,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,opChemical,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opDialysisFacility,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,opDialysisFacility,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,opDialysisFacility,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opDialysisFacility,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,opDialysisFacility,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,opDialysisFacility,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opDialysisPhysician,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,opDialysisPhysician,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,opDialysisPhysician,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opDialysisPhysician,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Office,opDialysisPhysician,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,N,N
Inpatient,opDialysisPhysician,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opMentalHealth,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,opMentalHealth,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,opMentalHealth,PRODUCT555,L,Y,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,opMentalHealth,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Office,opMentalHealth,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,pcpCopay,N
Inpatient,opMentalHealth,PRODUCT555,L,N,,1/1/2015,12/31/2023,Ineligible POS,Ineligible POS,Ineligible POS
Outpatient,organTransplant,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Office,organTransplant,PRODUCT555,L,N,Y,1/1/2015,12/31/2023,N,N,Y
Inpatient,organTransplant,PRODUCT555,L,Y,Y,1/1/2015,12/31/2023,N,Copay XX,N
